Source,Destination,Time,Length,Protocol,Timestamp,Anomaly,Anomaly_Category,Protocol_Category,Request_Frequency,Source_Category
62,0,6645,994,1,2025-04-13 21:13:20.013270,0,Normal Size,ICMP,13,Normal
88,0,8070,1037,1,2025-04-13 21:37:05.013270,0,Large Packet,ICMP,10,Normal
1,0,269,999,0,2025-04-13 19:27:04.013270,0,Normal Size,Other,233,Bot Suspect
101,0,35488,671,0,2025-04-14 05:14:03.013270,0,Normal Size,Other,18,Normal
0,0,202,863,1,2025-04-13 19:25:57.013270,0,Normal Size,ICMP,267,Bot Suspect
46,0,53302,828,1,2025-04-14 10:10:57.013270,0,Normal Size,ICMP,9,Normal
19,0,47517,752,0,2025-04-14 08:34:32.013270,0,Normal Size,Other,14,Normal
80,0,28769,1161,1,2025-04-14 03:22:04.013270,0,Large Packet,ICMP,13,Normal
1,0,79,1335,1,2025-04-13 19:23:54.013270,0,Large Packet,ICMP,233,Bot Suspect
37,0,39952,905,1,2025-04-14 06:28:27.013270,0,Normal Size,ICMP,5,Normal
81,0,46600,1477,0,2025-04-14 08:19:15.013270,0,Large Packet,Other,8,Normal
77,0,61788,1093,1,2025-04-14 12:32:23.013270,0,Large Packet,ICMP,7,Normal
36,0,46240,965,1,2025-04-14 08:13:15.013270,0,Normal Size,ICMP,11,Normal
101,0,27285,559,1,2025-04-14 02:57:20.013270,1,Normal Size,ICMP,18,Normal
50,0,83122,509,0,2025-04-14 18:27:57.013270,0,Normal Size,Other,12,Normal
19,0,46542,1287,1,2025-04-14 08:18:17.013270,0,Large Packet,ICMP,14,Normal
0,0,247,913,1,2025-04-13 19:26:42.013270,0,Normal Size,ICMP,267,Bot Suspect
0,0,80,628,1,2025-04-13 19:23:55.013270,0,Normal Size,ICMP,267,Bot Suspect
56,0,19982,835,1,2025-04-14 00:55:37.013270,0,Normal Size,ICMP,15,Normal
87,0,37430,1132,1,2025-04-14 05:46:25.013270,0,Large Packet,ICMP,15,Normal
0,0,69,1365,0,2025-04-13 19:23:44.013270,0,Large Packet,Other,267,Bot Suspect
0,0,102,888,0,2025-04-13 19:24:17.013270,0,Normal Size,Other,267,Bot Suspect
0,0,246,621,0,2025-04-13 19:26:41.013270,0,Normal Size,Other,267,Bot Suspect
84,0,526,1055,1,2025-04-13 19:31:21.013270,0,Large Packet,ICMP,4,Normal
52,0,26723,653,1,2025-04-14 02:47:58.013270,0,Normal Size,ICMP,12,Normal
4,0,67584,586,0,2025-04-14 14:08:59.013270,0,Normal Size,Other,9,Normal
52,0,6368,1168,0,2025-04-13 21:08:43.013270,0,Large Packet,Other,12,Normal
15,0,23821,538,0,2025-04-14 01:59:36.013270,0,Normal Size,Other,7,Normal
1,0,51,572,1,2025-04-13 19:23:26.013270,0,Normal Size,ICMP,233,Bot Suspect
1,0,9,770,0,2025-04-13 19:22:44.013270,0,Normal Size,Other,233,Bot Suspect
82,0,11122,1203,0,2025-04-13 22:27:57.013270,0,Large Packet,Other,7,Normal
52,0,74859,772,1,2025-04-14 16:10:14.013270,0,Normal Size,ICMP,12,Normal
58,0,62768,1053,1,2025-04-14 12:48:43.013270,0,Large Packet,ICMP,8,Normal
0,0,101,1363,1,2025-04-13 19:24:16.013270,0,Large Packet,ICMP,267,Bot Suspect
18,0,52098,1016,0,2025-04-14 09:50:53.013270,0,Large Packet,Other,13,Normal
49,0,3020,1493,1,2025-04-13 20:12:55.013270,0,Large Packet,ICMP,13,Normal
1,0,99,652,0,2025-04-13 19:24:14.013270,0,Normal Size,Other,233,Bot Suspect
97,0,54615,759,0,2025-04-14 10:32:50.013270,0,Normal Size,Other,10,Normal
41,0,48787,1401,0,2025-04-14 08:55:42.013270,0,Large Packet,Other,10,Normal
60,0,27935,1080,1,2025-04-14 03:08:10.013270,0,Large Packet,ICMP,12,Normal
0,0,174,781,1,2025-04-13 19:25:29.013270,0,Normal Size,ICMP,267,Bot Suspect
60,0,30678,873,0,2025-04-14 03:53:53.013270,0,Normal Size,Other,12,Normal
15,0,24354,1437,1,2025-04-14 02:08:29.013270,0,Large Packet,ICMP,7,Normal
13,0,24058,1082,0,2025-04-14 02:03:33.013270,0,Large Packet,Other,14,Normal
0,0,11,1104,1,2025-04-13 19:22:46.013270,0,Large Packet,ICMP,267,Bot Suspect
21,0,83869,999,0,2025-04-14 18:40:24.013270,0,Normal Size,Other,9,Normal
0,0,132,1115,1,2025-04-13 19:24:47.013270,0,Large Packet,ICMP,267,Bot Suspect
1,0,261,635,0,2025-04-13 19:26:56.013270,0,Normal Size,Other,233,Bot Suspect
13,0,21288,1392,0,2025-04-14 01:17:23.013270,0,Large Packet,Other,14,Normal
74,0,49930,511,1,2025-04-14 09:14:45.013270,0,Normal Size,ICMP,10,Normal
0,0,291,1115,1,2025-04-13 19:27:26.013270,0,Large Packet,ICMP,267,Bot Suspect
26,0,31890,1030,1,2025-04-14 04:14:05.013270,0,Large Packet,ICMP,10,Normal
46,0,38243,1155,1,2025-04-14 05:59:58.013270,0,Large Packet,ICMP,9,Normal
2,0,24860,1274,1,2025-04-14 02:16:55.013270,0,Large Packet,ICMP,16,Normal
0,0,226,1184,0,2025-04-13 19:26:21.013270,0,Large Packet,Other,267,Bot Suspect
1,0,220,1250,1,2025-04-13 19:26:15.013270,0,Large Packet,ICMP,233,Bot Suspect
29,0,45241,961,0,2025-04-14 07:56:36.013270,0,Normal Size,Other,18,Normal
95,0,35367,1337,0,2025-04-14 05:12:02.013270,0,Large Packet,Other,11,Normal
49,0,2717,715,1,2025-04-13 20:07:52.013270,0,Normal Size,ICMP,13,Normal
49,0,37567,554,1,2025-04-14 05:48:42.013270,0,Normal Size,ICMP,13,Normal
19,0,19282,1313,0,2025-04-14 00:43:57.013270,0,Large Packet,Other,14,Normal
2,0,71635,1267,1,2025-04-14 15:16:30.013270,0,Large Packet,ICMP,16,Normal
29,0,47882,594,1,2025-04-14 08:40:37.013270,0,Normal Size,ICMP,18,Normal
2,0,81182,1306,1,2025-04-14 17:55:37.013270,0,Large Packet,ICMP,16,Normal
0,0,103,861,0,2025-04-13 19:24:18.013270,0,Normal Size,Other,267,Bot Suspect
34,0,1560,1468,0,2025-04-13 19:48:35.013270,0,Large Packet,Other,10,Normal
0,0,180,950,1,2025-04-13 19:25:35.013270,0,Normal Size,ICMP,267,Bot Suspect
52,0,6540,857,0,2025-04-13 21:11:35.013270,0,Normal Size,Other,12,Normal
13,0,26589,1136,0,2025-04-14 02:45:44.013270,0,Large Packet,Other,14,Normal
0,0,98,1389,0,2025-04-13 19:24:13.013270,0,Large Packet,Other,267,Bot Suspect
23,0,54302,1263,1,2025-04-14 10:27:37.013270,0,Large Packet,ICMP,10,Normal
22,0,19063,799,0,2025-04-14 00:40:18.013270,0,Normal Size,Other,11,Normal
98,0,19816,926,1,2025-04-14 00:52:51.013270,0,Normal Size,ICMP,13,Normal
44,0,64484,741,1,2025-04-14 13:17:19.013270,0,Normal Size,ICMP,12,Normal
1,0,188,1040,0,2025-04-13 19:25:43.013270,0,Large Packet,Other,233,Bot Suspect
36,0,3812,722,1,2025-04-13 20:26:07.013270,0,Normal Size,ICMP,11,Normal
13,0,64288,1059,0,2025-04-14 13:14:03.013270,0,Large Packet,Other,14,Normal
4,0,7424,717,1,2025-04-13 21:26:19.013270,0,Normal Size,ICMP,9,Normal
28,0,79905,960,0,2025-04-14 17:34:20.013270,0,Normal Size,Other,12,Normal
0,0,56,1193,1,2025-04-13 19:23:31.013270,0,Large Packet,ICMP,267,Bot Suspect
78,0,83691,611,1,2025-04-14 18:37:26.013270,0,Normal Size,ICMP,8,Normal
100,0,75932,1185,1,2025-04-14 16:28:07.013270,0,Large Packet,ICMP,7,Normal
90,0,8946,1313,0,2025-04-13 21:51:41.013270,0,Large Packet,Other,14,Normal
54,0,22116,643,0,2025-04-14 01:31:11.013270,0,Normal Size,Other,9,Normal
11,0,59052,712,1,2025-04-14 11:46:47.013270,0,Normal Size,ICMP,15,Normal
0,0,127,994,1,2025-04-13 19:24:42.013270,0,Normal Size,ICMP,267,Bot Suspect
0,0,270,1220,1,2025-04-13 19:27:05.013270,0,Large Packet,ICMP,267,Bot Suspect
6,0,53394,689,1,2025-04-14 10:12:29.013270,0,Normal Size,ICMP,13,Normal
89,0,19816,520,0,2025-04-14 00:52:51.013270,0,Normal Size,Other,9,Normal
99,0,19216,1443,1,2025-04-14 00:42:51.013270,1,Large Packet,ICMP,9,Normal
63,0,31585,958,0,2025-04-14 04:09:00.013270,0,Normal Size,Other,9,Normal
13,0,40809,1049,1,2025-04-14 06:42:44.013270,0,Large Packet,ICMP,14,Normal
0,0,101,1313,1,2025-04-13 19:24:16.013270,0,Large Packet,ICMP,267,Bot Suspect
75,0,17674,953,1,2025-04-14 00:17:09.013270,0,Normal Size,ICMP,12,Normal
29,0,11954,988,0,2025-04-13 22:41:49.013270,0,Normal Size,Other,18,Normal
33,0,58066,1325,0,2025-04-14 11:30:21.013270,0,Large Packet,Other,7,Normal
89,0,10395,568,0,2025-04-13 22:15:50.013270,0,Normal Size,Other,9,Normal
90,0,1925,697,1,2025-04-13 19:54:40.013270,0,Normal Size,ICMP,14,Normal
0,0,110,608,1,2025-04-13 19:24:25.013270,0,Normal Size,ICMP,267,Bot Suspect
80,0,79026,712,1,2025-04-14 17:19:41.013270,0,Normal Size,ICMP,13,Normal
1,0,123,738,1,2025-04-13 19:24:38.013270,0,Normal Size,ICMP,233,Bot Suspect
0,0,294,539,1,2025-04-13 19:27:29.013270,0,Normal Size,ICMP,267,Bot Suspect
62,0,37412,1169,1,2025-04-14 05:46:07.013270,0,Large Packet,ICMP,13,Normal
1,0,194,1167,1,2025-04-13 19:25:49.013270,0,Large Packet,ICMP,233,Bot Suspect
2,0,18297,1164,0,2025-04-14 00:27:32.013270,0,Large Packet,Other,16,Normal
74,0,65441,1444,1,2025-04-14 13:33:16.013270,0,Large Packet,ICMP,10,Normal
3,0,45765,904,0,2025-04-14 08:05:20.013270,0,Normal Size,Other,6,Normal
1,0,110,1046,1,2025-04-13 19:24:25.013270,0,Large Packet,ICMP,233,Bot Suspect
4,0,45558,1447,1,2025-04-14 08:01:53.013270,0,Large Packet,ICMP,9,Normal
0,0,28,1301,1,2025-04-13 19:23:03.013270,0,Large Packet,ICMP,267,Bot Suspect
26,0,29426,1468,0,2025-04-14 03:33:01.013270,0,Large Packet,Other,10,Normal
6,0,48901,616,0,2025-04-14 08:57:36.013270,0,Normal Size,Other,13,Normal
0,0,241,1006,0,2025-04-13 19:26:36.013270,0,Large Packet,Other,267,Bot Suspect
0,0,58,944,1,2025-04-13 19:23:33.013270,0,Normal Size,ICMP,267,Bot Suspect
18,0,55204,623,1,2025-04-14 10:42:39.013270,0,Normal Size,ICMP,13,Normal
1,0,282,984,0,2025-04-13 19:27:17.013270,0,Normal Size,Other,233,Bot Suspect
1,0,168,738,0,2025-04-13 19:25:23.013270,0,Normal Size,Other,233,Bot Suspect
84,0,73319,877,0,2025-04-14 15:44:34.013270,0,Normal Size,Other,4,Normal
78,0,44028,815,1,2025-04-14 07:36:23.013270,0,Normal Size,ICMP,8,Normal
36,0,76961,1137,1,2025-04-14 16:45:16.013270,0,Large Packet,ICMP,11,Normal
45,0,35111,758,0,2025-04-14 05:07:46.013270,0,Normal Size,Other,11,Normal
44,0,44413,989,0,2025-04-14 07:42:48.013270,0,Normal Size,Other,12,Normal
4,0,27961,1060,1,2025-04-14 03:08:36.013270,0,Large Packet,ICMP,9,Normal
0,0,80,706,0,2025-04-13 19:23:55.013270,0,Normal Size,Other,267,Bot Suspect
51,0,55554,562,1,2025-04-14 10:48:29.013270,0,Normal Size,ICMP,11,Normal
2,0,26029,1404,1,2025-04-14 02:36:24.013270,0,Large Packet,ICMP,16,Normal
16,0,63483,619,0,2025-04-14 13:00:38.013270,0,Normal Size,Other,10,Normal
0,0,47,1102,1,2025-04-13 19:23:22.013270,0,Large Packet,ICMP,267,Bot Suspect
90,0,17771,1128,1,2025-04-14 00:18:46.013270,0,Large Packet,ICMP,14,Normal
71,0,9903,552,1,2025-04-13 22:07:38.013270,0,Normal Size,ICMP,6,Normal
1,0,187,706,1,2025-04-13 19:25:42.013270,0,Normal Size,ICMP,233,Bot Suspect
94,0,40998,999,1,2025-04-14 06:45:53.013270,0,Normal Size,ICMP,19,Normal
0,0,83,537,0,2025-04-13 19:23:58.013270,0,Normal Size,Other,267,Bot Suspect
1,0,273,764,0,2025-04-13 19:27:08.013270,0,Normal Size,Other,233,Bot Suspect
51,0,78249,1097,0,2025-04-14 17:06:44.013270,0,Large Packet,Other,11,Normal
53,0,2719,750,0,2025-04-13 20:07:54.013270,0,Normal Size,Other,7,Normal
43,0,68760,731,0,2025-04-14 14:28:35.013270,0,Normal Size,Other,7,Normal
7,0,53173,1404,1,2025-04-14 10:08:48.013270,0,Large Packet,ICMP,10,Normal
58,0,32154,601,1,2025-04-14 04:18:29.013270,0,Normal Size,ICMP,8,Normal
0,0,263,749,0,2025-04-13 19:26:58.013270,0,Normal Size,Other,267,Bot Suspect
26,0,52603,1426,0,2025-04-14 09:59:18.013270,0,Large Packet,Other,10,Normal
75,0,65160,1225,0,2025-04-14 13:28:35.013270,0,Large Packet,Other,12,Normal
1,0,44,942,1,2025-04-13 19:23:19.013270,0,Normal Size,ICMP,233,Bot Suspect
32,0,27082,1163,1,2025-04-14 02:53:57.013270,0,Large Packet,ICMP,12,Normal
90,0,59201,741,0,2025-04-14 11:49:16.013270,0,Normal Size,Other,14,Normal
65,0,34531,1275,1,2025-04-14 04:58:06.013270,0,Large Packet,ICMP,8,Normal
0,0,91,568,0,2025-04-13 19:24:06.013270,0,Normal Size,Other,267,Bot Suspect
0,0,15,1359,1,2025-04-13 19:22:50.013270,0,Large Packet,ICMP,267,Bot Suspect
64,0,48364,880,1,2025-04-14 08:48:39.013270,0,Normal Size,ICMP,8,Normal
99,0,76534,996,1,2025-04-14 16:38:09.013270,0,Normal Size,ICMP,9,Normal
95,0,27424,645,1,2025-04-14 02:59:39.013270,0,Normal Size,ICMP,11,Normal
64,0,12910,981,1,2025-04-13 22:57:45.013270,0,Normal Size,ICMP,8,Normal
0,0,83,840,1,2025-04-13 19:23:58.013270,0,Normal Size,ICMP,267,Bot Suspect
1,0,266,979,0,2025-04-13 19:27:01.013270,0,Normal Size,Other,233,Bot Suspect
19,0,34016,1016,1,2025-04-14 04:49:31.013270,0,Large Packet,ICMP,14,Normal
1,0,96,1164,1,2025-04-13 19:24:11.013270,0,Large Packet,ICMP,233,Bot Suspect
1,0,161,518,1,2025-04-13 19:25:16.013270,0,Normal Size,ICMP,233,Bot Suspect
2,0,82879,1365,1,2025-04-14 18:23:54.013270,0,Large Packet,ICMP,16,Normal
98,0,39499,1132,0,2025-04-14 06:20:54.013270,0,Large Packet,Other,13,Normal
94,0,66262,1080,0,2025-04-14 13:46:57.013270,0,Large Packet,Other,19,Normal
1,0,204,1244,1,2025-04-13 19:25:59.013270,0,Large Packet,ICMP,233,Bot Suspect
1,0,209,928,0,2025-04-13 19:26:04.013270,0,Normal Size,Other,233,Bot Suspect
9,0,38709,847,0,2025-04-14 06:07:44.013270,0,Normal Size,Other,10,Normal
1,0,257,547,0,2025-04-13 19:26:52.013270,0,Normal Size,Other,233,Bot Suspect
1,0,3,1156,0,2025-04-13 19:22:38.013270,0,Large Packet,Other,233,Bot Suspect
47,0,11485,1180,1,2025-04-13 22:34:00.013270,0,Large Packet,ICMP,11,Normal
92,0,41755,1303,1,2025-04-14 06:58:30.013270,0,Large Packet,ICMP,20,Normal
0,0,137,1257,1,2025-04-13 19:24:52.013270,0,Large Packet,ICMP,267,Bot Suspect
34,0,75713,1479,1,2025-04-14 16:24:28.013270,0,Large Packet,ICMP,10,Normal
1,0,154,617,1,2025-04-13 19:25:09.013270,0,Normal Size,ICMP,233,Bot Suspect
0,0,142,1473,1,2025-04-13 19:24:57.013270,0,Large Packet,ICMP,267,Bot Suspect
0,0,213,1041,1,2025-04-13 19:26:08.013270,0,Large Packet,ICMP,267,Bot Suspect
63,0,84976,1132,1,2025-04-14 18:58:51.013270,0,Large Packet,ICMP,9,Normal
1,0,56,1364,1,2025-04-13 19:23:31.013270,0,Large Packet,ICMP,233,Bot Suspect
101,0,64077,1071,1,2025-04-14 13:10:32.013270,0,Large Packet,ICMP,18,Normal
20,0,37573,1411,1,2025-04-14 05:48:48.013270,0,Large Packet,ICMP,10,Normal
63,0,30448,1157,1,2025-04-14 03:50:03.013270,0,Large Packet,ICMP,9,Normal
1,0,40,1149,0,2025-04-13 19:23:15.013270,0,Large Packet,Other,233,Bot Suspect
41,0,19256,825,1,2025-04-14 00:43:31.013270,0,Normal Size,ICMP,10,Normal
1,0,187,886,1,2025-04-13 19:25:42.013270,0,Normal Size,ICMP,233,Bot Suspect
69,0,36159,970,0,2025-04-14 05:25:14.013270,0,Normal Size,Other,8,Normal
0,0,38,830,1,2025-04-13 19:23:13.013270,0,Normal Size,ICMP,267,Bot Suspect
81,0,2356,705,1,2025-04-13 20:01:51.013270,0,Normal Size,ICMP,8,Normal
1,0,169,932,1,2025-04-13 19:25:24.013270,0,Normal Size,ICMP,233,Bot Suspect
1,0,52,1118,1,2025-04-13 19:23:27.013270,0,Large Packet,ICMP,233,Bot Suspect
45,0,28602,1160,1,2025-04-14 03:19:17.013270,0,Large Packet,ICMP,11,Normal
90,0,27306,666,0,2025-04-14 02:57:41.013270,0,Normal Size,Other,14,Normal
72,0,11664,1256,0,2025-04-13 22:36:59.013270,0,Large Packet,Other,8,Normal
0,0,131,900,1,2025-04-13 19:24:46.013270,0,Normal Size,ICMP,267,Bot Suspect
32,0,63888,629,0,2025-04-14 13:07:23.013270,0,Normal Size,Other,12,Normal
1,0,69,562,0,2025-04-13 19:23:44.013270,0,Normal Size,Other,233,Bot Suspect
60,0,53441,993,0,2025-04-14 10:13:16.013270,0,Normal Size,Other,12,Normal
48,0,25150,1184,1,2025-04-14 02:21:45.013270,0,Large Packet,ICMP,9,Normal
1,0,47,1369,1,2025-04-13 19:23:22.013270,0,Large Packet,ICMP,233,Bot Suspect
76,0,29257,954,1,2025-04-14 03:30:12.013270,0,Normal Size,ICMP,8,Normal
0,0,254,816,0,2025-04-13 19:26:49.013270,0,Normal Size,Other,267,Bot Suspect
1,0,4,1294,0,2025-04-13 19:22:39.013270,0,Large Packet,Other,233,Bot Suspect
96,0,45350,633,1,2025-04-14 07:58:25.013270,0,Normal Size,ICMP,8,Normal
68,0,45539,506,0,2025-04-14 08:01:34.013270,0,Normal Size,Other,12,Normal
0,0,156,1083,1,2025-04-13 19:25:11.013270,0,Large Packet,ICMP,267,Bot Suspect
1,0,224,615,0,2025-04-13 19:26:19.013270,0,Normal Size,Other,233,Bot Suspect
95,0,6640,1016,1,2025-04-13 21:13:15.013270,0,Large Packet,ICMP,11,Normal
14,0,49153,1416,0,2025-04-14 09:01:48.013270,0,Large Packet,Other,13,Normal
47,0,57932,1149,0,2025-04-14 11:28:07.013270,0,Large Packet,Other,11,Normal
1,0,73,704,0,2025-04-13 19:23:48.013270,0,Normal Size,Other,233,Bot Suspect
40,0,35046,557,1,2025-04-14 05:06:41.013270,0,Normal Size,ICMP,5,Normal
80,0,58606,1400,1,2025-04-14 11:39:21.013270,0,Large Packet,ICMP,13,Normal
20,0,55029,879,0,2025-04-14 10:39:44.013270,0,Normal Size,Other,10,Normal
28,0,37265,1117,1,2025-04-14 05:43:40.013270,0,Large Packet,ICMP,12,Normal
49,0,76898,1029,0,2025-04-14 16:44:13.013270,0,Large Packet,Other,13,Normal
92,0,50069,1299,1,2025-04-14 09:17:04.013270,0,Large Packet,ICMP,20,Normal
85,0,4703,1351,1,2025-04-13 20:40:58.013270,0,Large Packet,ICMP,8,Normal
61,0,2469,775,0,2025-04-13 20:03:44.013270,0,Normal Size,Other,19,Normal
47,0,69768,1039,0,2025-04-14 14:45:23.013270,0,Large Packet,Other,11,Normal
60,0,60004,1171,0,2025-04-14 12:02:39.013270,0,Large Packet,Other,12,Normal
1,0,287,944,1,2025-04-13 19:27:22.013270,0,Normal Size,ICMP,233,Bot Suspect
87,0,43642,1438,1,2025-04-14 07:29:57.013270,0,Large Packet,ICMP,15,Normal
4,0,45186,1169,0,2025-04-14 07:55:41.013270,0,Large Packet,Other,9,Normal
1,0,227,581,0,2025-04-13 19:26:22.013270,0,Normal Size,Other,233,Bot Suspect
32,0,51047,1327,1,2025-04-14 09:33:22.013270,0,Large Packet,ICMP,12,Normal
14,0,6154,628,1,2025-04-13 21:05:09.013270,0,Normal Size,ICMP,13,Normal
0,0,215,1157,0,2025-04-13 19:26:10.013270,0,Large Packet,Other,267,Bot Suspect
1,0,217,1235,1,2025-04-13 19:26:12.013270,0,Large Packet,ICMP,233,Bot Suspect
31,0,27788,938,0,2025-04-14 03:05:43.013270,0,Normal Size,Other,10,Normal
61,0,52233,966,0,2025-04-14 09:53:08.013270,0,Normal Size,Other,19,Normal
62,0,40806,959,1,2025-04-14 06:42:41.013270,0,Normal Size,ICMP,13,Normal
98,0,14153,1416,1,2025-04-13 23:18:28.013270,0,Large Packet,ICMP,13,Normal
1,0,221,1371,0,2025-04-13 19:26:16.013270,0,Large Packet,Other,233,Bot Suspect
66,0,28865,1304,0,2025-04-14 03:23:40.013270,0,Large Packet,Other,10,Normal
60,0,47924,1332,0,2025-04-14 08:41:19.013270,0,Large Packet,Other,12,Normal
0,0,16,669,1,2025-04-13 19:22:51.013270,0,Normal Size,ICMP,267,Bot Suspect
1,0,85,1144,0,2025-04-13 19:24:00.013270,0,Large Packet,Other,233,Bot Suspect
0,0,95,1245,1,2025-04-13 19:24:10.013270,0,Large Packet,ICMP,267,Bot Suspect
50,0,39974,1477,1,2025-04-14 06:28:49.013270,0,Large Packet,ICMP,12,Normal
1,0,281,1303,0,2025-04-13 19:27:16.013270,0,Large Packet,Other,233,Bot Suspect
1,0,123,1176,0,2025-04-13 19:24:38.013270,0,Large Packet,Other,233,Bot Suspect
1,0,263,813,1,2025-04-13 19:26:58.013270,0,Normal Size,ICMP,233,Bot Suspect
0,0,7,626,0,2025-04-13 19:22:42.013270,0,Normal Size,Other,267,Bot Suspect
19,0,22534,1169,1,2025-04-14 01:38:09.013270,0,Large Packet,ICMP,14,Normal
55,0,36220,1297,1,2025-04-14 05:26:15.013270,0,Large Packet,ICMP,9,Normal
15,0,26660,1219,0,2025-04-14 02:46:55.013270,0,Large Packet,Other,7,Normal
49,0,48280,609,0,2025-04-14 08:47:15.013270,0,Normal Size,Other,13,Normal
33,0,32254,787,1,2025-04-14 04:20:09.013270,0,Normal Size,ICMP,7,Normal
13,0,31419,666,0,2025-04-14 04:06:14.013270,0,Normal Size,Other,14,Normal
9,0,64754,731,0,2025-04-14 13:21:49.013270,0,Normal Size,Other,10,Normal
1,0,82,1473,0,2025-04-13 19:23:57.013270,0,Large Packet,Other,233,Bot Suspect
1,0,21,538,0,2025-04-13 19:22:56.013270,0,Normal Size,Other,233,Bot Suspect
17,0,38000,1407,0,2025-04-14 05:55:55.013270,0,Large Packet,Other,6,Normal
31,0,68836,1325,0,2025-04-14 14:29:51.013270,0,Large Packet,Other,10,Normal
1,0,49,989,1,2025-04-13 19:23:24.013270,0,Normal Size,ICMP,233,Bot Suspect
86,0,8577,1243,0,2025-04-13 21:45:32.013270,0,Large Packet,Other,8,Normal
46,0,70480,1272,1,2025-04-14 14:57:15.013270,0,Large Packet,ICMP,9,Normal
1,0,101,1043,1,2025-04-13 19:24:16.013270,0,Large Packet,ICMP,233,Bot Suspect
1,0,110,538,0,2025-04-13 19:24:25.013270,0,Normal Size,Other,233,Bot Suspect
32,0,51756,559,0,2025-04-14 09:45:11.013270,0,Normal Size,Other,12,Normal
57,0,84056,1097,0,2025-04-14 18:43:31.013270,0,Large Packet,Other,10,Normal
1,0,112,1129,1,2025-04-13 19:24:27.013270,0,Large Packet,ICMP,233,Bot Suspect
1,0,37,660,1,2025-04-13 19:23:12.013270,0,Normal Size,ICMP,233,Bot Suspect
0,0,24,546,0,2025-04-13 19:22:59.013270,0,Normal Size,Other,267,Bot Suspect
1,0,206,838,0,2025-04-13 19:26:01.013270,0,Normal Size,Other,233,Bot Suspect
23,0,16984,502,0,2025-04-14 00:05:39.013270,0,Normal Size,Other,10,Normal
86,0,70792,851,1,2025-04-14 15:02:27.013270,0,Normal Size,ICMP,8,Normal
16,0,80559,852,1,2025-04-14 17:45:14.013270,0,Normal Size,ICMP,10,Normal
18,0,78477,1359,1,2025-04-14 17:10:32.013270,0,Large Packet,ICMP,13,Normal
0,0,97,818,1,2025-04-13 19:24:12.013270,0,Normal Size,ICMP,267,Bot Suspect
0,0,19,992,1,2025-04-13 19:22:54.013270,0,Normal Size,ICMP,267,Bot Suspect
1,0,213,1192,1,2025-04-13 19:26:08.013270,0,Large Packet,ICMP,233,Bot Suspect
16,0,28541,1130,1,2025-04-14 03:18:16.013270,0,Large Packet,ICMP,10,Normal
0,0,227,1056,1,2025-04-13 19:26:22.013270,0,Large Packet,ICMP,267,Bot Suspect
18,0,72545,1335,0,2025-04-14 15:31:40.013270,0,Large Packet,Other,13,Normal
28,0,26385,1483,1,2025-04-14 02:42:20.013270,0,Large Packet,ICMP,12,Normal
11,0,77236,859,0,2025-04-14 16:49:51.013270,0,Normal Size,Other,15,Normal
97,0,45648,898,0,2025-04-14 08:03:23.013270,0,Normal Size,Other,10,Normal
0,0,125,1057,1,2025-04-13 19:24:40.013270,0,Large Packet,ICMP,267,Bot Suspect
85,0,67957,1163,1,2025-04-14 14:15:12.013270,0,Large Packet,ICMP,8,Normal
0,0,246,1118,1,2025-04-13 19:26:41.013270,0,Large Packet,ICMP,267,Bot Suspect
1,0,153,1257,1,2025-04-13 19:25:08.013270,0,Large Packet,ICMP,233,Bot Suspect
88,0,33397,1390,1,2025-04-14 04:39:12.013270,0,Large Packet,ICMP,10,Normal
62,0,62187,1244,1,2025-04-14 12:39:02.013270,0,Large Packet,ICMP,13,Normal
60,0,80885,518,1,2025-04-14 17:50:40.013270,0,Normal Size,ICMP,12,Normal
12,0,86145,519,0,2025-04-14 19:18:20.013270,0,Normal Size,Other,9,Normal
29,0,48447,935,1,2025-04-14 08:50:02.013270,0,Normal Size,ICMP,18,Normal
52,0,27696,1492,0,2025-04-14 03:04:11.013270,0,Large Packet,Other,12,Normal
80,0,29711,940,0,2025-04-14 03:37:46.013270,0,Normal Size,Other,13,Normal
0,0,48,1275,0,2025-04-13 19:23:23.013270,0,Large Packet,Other,267,Bot Suspect
42,0,63230,604,0,2025-04-14 12:56:25.013270,0,Normal Size,Other,9,Normal
0,0,180,1293,1,2025-04-13 19:25:35.013270,0,Large Packet,ICMP,267,Bot Suspect
29,0,26737,1358,0,2025-04-14 02:48:12.013270,0,Large Packet,Other,18,Normal
79,0,76619,732,0,2025-04-14 16:39:34.013270,0,Normal Size,Other,6,Normal
35,0,35133,841,1,2025-04-14 05:08:08.013270,0,Normal Size,ICMP,12,Normal
29,0,28024,982,0,2025-04-14 03:09:39.013270,0,Normal Size,Other,18,Normal
72,0,126,804,0,2025-04-13 19:24:41.013270,0,Normal Size,Other,8,Normal
57,0,29287,659,0,2025-04-14 03:30:42.013270,0,Normal Size,Other,10,Normal
0,0,90,1463,1,2025-04-13 19:24:05.013270,0,Large Packet,ICMP,267,Bot Suspect
1,0,159,674,1,2025-04-13 19:25:14.013270,0,Normal Size,ICMP,233,Bot Suspect
97,0,7564,1469,0,2025-04-13 21:28:39.013270,0,Large Packet,Other,10,Normal
0,0,240,1331,1,2025-04-13 19:26:35.013270,0,Large Packet,ICMP,267,Bot Suspect
34,0,22431,919,0,2025-04-14 01:36:26.013270,0,Normal Size,Other,10,Normal
